index,City,City_Tier,Date,Year,Month,Quarter,Weekday,Is_Weekend,Festive_Season,Card_Type,Exp_Type,Gender,Amount,Amount_Bucket
4511,"Ahmedabad, India",Metro,2014-07-13,2014,7,2014Q3,Sunday,True,False,Platinum,Grocery,F,224138.0,High
4512,"Delhi, India",Metro,2014-11-24,2014,11,2014Q4,Monday,False,True,Silver,Bills,M,104689.0,Medium
4513,"Bengaluru, India",Metro,2013-10-08,2013,10,2013Q4,Tuesday,False,True,Signature,Bills,F,76267.0,Low
4514,"Ahmedabad, India",Metro,2014-02-02,2014,2,2014Q1,Sunday,True,False,Signature,Fuel,F,291636.0,Very High
4515,"Bengaluru, India",Metro,2014-05-22,2014,5,2014Q2,Thursday,False,False,Signature,Grocery,F,255384.0,Very High
4516,"Ahmedabad, India",Metro,2015-05-04,2015,5,2015Q2,Monday,False,False,Gold,Fuel,M,79296.0,Medium
4517,"Ahmedabad, India",Metro,2014-10-07,2014,10,2014Q4,Tuesday,False,True,Platinum,Entertainment,F,185050.0,High
4518,"Greater Mumbai, India",Metro,2015-01-06,2015,1,2015Q1,Tuesday,False,False,Signature,Entertainment,F,275315.0,Very High
4519,"Greater Mumbai, India",Metro,2013-10-19,2013,10,2013Q4,Saturday,True,True,Platinum,Entertainment,M,191660.0,High
4520,"Greater Mumbai, India",Metro,2014-01-25,2014,1,2014Q1,Saturday,True,False,Signature,Food,F,198805.0,High
4521,"Bengaluru, India",Metro,2014-08-17,2014,8,2014Q3,Sunday,True,False,Signature,Food,F,286474.0,Very High
4522,"Greater Mumbai, India",Metro,2014-01-16,2014,1,2014Q1,Thursday,False,False,Signature,Food,F,153044.0,Medium
4523,"Greater Mumbai, India",Metro,2014-08-30,2014,8,2014Q3,Saturday,True,False,Platinum,Bills,M,169787.0,High
4524,"Delhi, India",Metro,2015-04-20,2015,4,2015Q2,Monday,False,False,Silver,Entertainment,F,150141.0,Medium
4525,"Ahmedabad, India",Metro,2014-03-15,2014,3,2014Q1,Saturday,True,False,Signature,Entertainment,M,115464.0,Medium
4526,"Greater Mumbai, India",Metro,2015-03-13,2015,3,2015Q1,Friday,False,False,Signature,Bills,F,272039.0,Very High
4527,"Greater Mumbai, India",Metro,2015-02-07,2015,2,2015Q1,Saturday,True,False,Platinum,Grocery,F,217841.0,High
4528,"Delhi, India",Metro,2014-05-15,2014,5,2014Q2,Thursday,False,False,Platinum,Bills,M,174421.0,High
4529,"Greater Mumbai, India",Metro,2014-10-31,2014,10,2014Q4,Friday,False,True,Silver,Grocery,M,280490.0,Very High
4530,"Greater Mumbai, India",Metro,2013-11-22,2013,11,2013Q4,Friday,False,True,Silver,Bills,F,128746.0,Medium
4531,"Greater Mumbai, India",Metro,2014-12-19,2014,12,2014Q4,Friday,False,False,Platinum,Food,F,80189.0,Medium
4532,"Bengaluru, India",Metro,2013-12-17,2013,12,2013Q4,Tuesday,False,False,Silver,Grocery,M,237114.0,Very High
4533,"Bengaluru, India",Metro,2014-08-10,2014,8,2014Q3,Sunday,True,False,Silver,Bills,M,41993.0,Low
4534,"Bengaluru, India",Metro,2014-03-05,2014,3,2014Q1,Wednesday,False,False,Silver,Fuel,M,150636.0,Medium
4535,"Greater Mumbai, India",Metro,2014-09-21,2014,9,2014Q3,Sunday,True,False,Silver,Bills,M,245265.0,Very High
4536,"Ahmedabad, India",Metro,2014-07-17,2014,7,2014Q3,Thursday,False,False,Platinum,Fuel,M,291025.0,Very High
4537,"Bengaluru, India",Metro,2015-02-21,2015,2,2015Q1,Saturday,True,False,Signature,Entertainment,M,170597.0,High
4538,"Ahmedabad, India",Metro,2014-01-27,2014,1,2014Q1,Monday,False,False,Silver,Bills,M,77118.0,Low
4539,"Bengaluru, India",Metro,2014-04-22,2014,4,2014Q2,Tuesday,False,False,Signature,Fuel,M,291274.0,Very High
4540,"Ahmedabad, India",Metro,2013-11-24,2013,11,2013Q4,Sunday,True,True,Silver,Entertainment,F,15392.0,Low
4541,"Ahmedabad, India",Metro,2014-08-10,2014,8,2014Q3,Sunday,True,False,Platinum,Entertainment,M,5468.0,Low
4542,"Greater Mumbai, India",Metro,2014-10-30,2014,10,2014Q4,Thursday,False,True,Gold,Fuel,M,23665.0,Low
4543,"Greater Mumbai, India",Metro,2014-07-08,2014,7,2014Q3,Tuesday,False,False,Silver,Bills,M,145141.0,Medium
4544,"Bengaluru, India",Metro,2015-04-23,2015,4,2015Q2,Thursday,False,False,Silver,Food,M,218195.0,High
4545,"Ahmedabad, India",Metro,2014-10-10,2014,10,2014Q4,Friday,False,True,Silver,Entertainment,F,121736.0,Medium
4546,"Delhi, India",Metro,2015-05-23,2015,5,2015Q2,Saturday,True,False,Silver,Fuel,F,180461.0,High
4547,"Bengaluru, India",Metro,2013-10-30,2013,10,2013Q4,Wednesday,False,True,Gold,Grocery,M,57447.0,Low
4548,"Ahmedabad, India",Metro,2014-02-04,2014,2,2014Q1,Tuesday,False,False,Silver,Entertainment,M,180235.0,High
4549,"Greater Mumbai, India",Metro,2015-02-02,2015,2,2015Q1,Monday,False,False,Gold,Entertainment,F,93930.0,Medium
4550,"Greater Mumbai, India",Metro,2013-12-29,2013,12,2013Q4,Sunday,True,False,Gold,Grocery,M,163867.0,High
4551,"Bengaluru, India",Metro,2013-12-29,2013,12,2013Q4,Sunday,True,False,Silver,Bills,F,19575.0,Low
4552,"Ahmedabad, India",Metro,2014-07-21,2014,7,2014Q3,Monday,False,False,Silver,Bills,F,289970.0,Very High
4553,"Ahmedabad, India",Metro,2014-12-25,2014,12,2014Q4,Thursday,False,False,Gold,Food,F,112482.0,Medium
4554,"Ahmedabad, India",Metro,2014-08-18,2014,8,2014Q3,Monday,False,False,Silver,Entertainment,F,298417.0,Very High
4555,"Bengaluru, India",Metro,2014-01-14,2014,1,2014Q1,Tuesday,False,False,Signature,Bills,M,148870.0,Medium
4556,"Greater Mumbai, India",Metro,2015-01-04,2015,1,2015Q1,Sunday,True,False,Gold,Entertainment,M,119344.0,Medium
4557,"Bengaluru, India",Metro,2014-04-28,2014,4,2014Q2,Monday,False,False,Silver,Grocery,F,62019.0,Low
4558,"Greater Mumbai, India",Metro,2015-02-11,2015,2,2015Q1,Wednesday,False,False,Platinum,Bills,M,82913.0,Medium
4559,"Bengaluru, India",Metro,2015-01-10,2015,1,2015Q1,Saturday,True,False,Signature,Food,F,117710.0,Medium
4560,"Delhi, India",Metro,2013-11-20,2013,11,2013Q4,Wednesday,False,True,Gold,Entertainment,F,210517.0,High
4561,"Ahmedabad, India",Metro,2015-01-25,2015,1,2015Q1,Sunday,True,False,Silver,Food,F,113890.0,Medium
4562,"Bengaluru, India",Metro,2014-08-18,2014,8,2014Q3,Monday,False,False,Silver,Entertainment,M,229737.0,Very High
4563,"Ahmedabad, India",Metro,2015-01-05,2015,1,2015Q1,Monday,False,False,Platinum,Entertainment,F,265791.0,Very High
4564,"Delhi, India",Metro,2015-01-07,2015,1,2015Q1,Wednesday,False,False,Gold,Grocery,F,130714.0,Medium
4565,"Ahmedabad, India",Metro,2015-02-20,2015,2,2015Q1,Friday,False,False,Silver,Food,M,191165.0,High
4566,"Bengaluru, India",Metro,2015-05-18,2015,5,2015Q2,Monday,False,False,Silver,Fuel,F,119664.0,Medium
4567,"Greater Mumbai, India",Metro,2014-10-08,2014,10,2014Q4,Wednesday,False,True,Platinum,Fuel,F,231014.0,Very High
4568,"Delhi, India",Metro,2014-03-07,2014,3,2014Q1,Friday,False,False,Gold,Bills,F,76018.0,Low
4569,"Bengaluru, India",Metro,2015-01-11,2015,1,2015Q1,Sunday,True,False,Gold,Entertainment,F,12766.0,Low
4570,"Greater Mumbai, India",Metro,2015-02-09,2015,2,2015Q1,Monday,False,False,Gold,Grocery,M,214247.0,High
4571,"Bengaluru, India",Metro,2014-03-04,2014,3,2014Q1,Tuesday,False,False,Gold,Fuel,F,7966.0,Low
4572,"Delhi, India",Metro,2015-01-20,2015,1,2015Q1,Tuesday,False,False,Gold,Food,F,288805.0,Very High
4573,"Bengaluru, India",Metro,2014-08-14,2014,8,2014Q3,Thursday,False,False,Platinum,Food,M,100163.0,Medium
4574,"Bengaluru, India",Metro,2014-07-17,2014,7,2014Q3,Thursday,False,False,Signature,Bills,M,108240.0,Medium
4575,"Ahmedabad, India",Metro,2013-12-19,2013,12,2013Q4,Thursday,False,False,Signature,Fuel,M,118392.0,Medium
4576,"Bengaluru, India",Metro,2015-01-03,2015,1,2015Q1,Saturday,True,False,Platinum,Grocery,F,73263.0,Low
4577,"Delhi, India",Metro,2015-02-09,2015,2,2015Q1,Monday,False,False,Silver,Bills,M,138607.0,Medium
4578,"Ahmedabad, India",Metro,2014-08-20,2014,8,2014Q3,Wednesday,False,False,Signature,Food,F,283746.0,Very High
4579,"Bengaluru, India",Metro,2015-02-06,2015,2,2015Q1,Friday,False,False,Platinum,Bills,F,177031.0,High
4580,"Ahmedabad, India",Metro,2014-10-06,2014,10,2014Q4,Monday,False,True,Silver,Bills,F,192491.0,High
4581,"Ahmedabad, India",Metro,2013-12-24,2013,12,2013Q4,Tuesday,False,False,Platinum,Grocery,M,68065.0,Low
4582,"Greater Mumbai, India",Metro,2015-04-10,2015,4,2015Q2,Friday,False,False,Silver,Entertainment,F,164033.0,High
4583,"Ahmedabad, India",Metro,2014-11-26,2014,11,2014Q4,Wednesday,False,True,Platinum,Food,F,281658.0,Very High
4584,"Greater Mumbai, India",Metro,2015-01-21,2015,1,2015Q1,Wednesday,False,False,Signature,Entertainment,M,295463.0,Very High
4585,"Ahmedabad, India",Metro,2014-09-29,2014,9,2014Q3,Monday,False,False,Silver,Entertainment,F,79202.0,Medium
4586,"Ahmedabad, India",Metro,2013-11-17,2013,11,2013Q4,Sunday,True,True,Platinum,Food,F,12951.0,Low
4587,"Delhi, India",Metro,2013-11-21,2013,11,2013Q4,Thursday,False,True,Gold,Bills,M,267374.0,Very High
4588,"Ahmedabad, India",Metro,2014-10-16,2014,10,2014Q4,Thursday,False,True,Signature,Grocery,F,170471.0,High
4589,"Greater Mumbai, India",Metro,2014-05-30,2014,5,2014Q2,Friday,False,False,Platinum,Fuel,M,127338.0,Medium
4590,"Greater Mumbai, India",Metro,2014-12-29,2014,12,2014Q4,Monday,False,False,Signature,Fuel,F,116195.0,Medium
4591,"Delhi, India",Metro,2015-02-08,2015,2,2015Q1,Sunday,True,False,Gold,Entertainment,F,137119.0,Medium
4592,"Greater Mumbai, India",Metro,2014-09-09,2014,9,2014Q3,Tuesday,False,False,Signature,Bills,F,274492.0,Very High
4593,"Ahmedabad, India",Metro,2014-09-06,2014,9,2014Q3,Saturday,True,False,Silver,Grocery,F,268855.0,Very High
4594,"Greater Mumbai, India",Metro,2014-06-17,2014,6,2014Q2,Tuesday,False,False,Silver,Food,F,199403.0,High
4595,"Greater Mumbai, India",Metro,2015-02-15,2015,2,2015Q1,Sunday,True,False,Gold,Fuel,M,232373.0,Very High
4596,"Delhi, India",Metro,2014-09-18,2014,9,2014Q3,Thursday,False,False,Platinum,Entertainment,F,151051.0,Medium
4597,"Greater Mumbai, India",Metro,2014-11-29,2014,11,2014Q4,Saturday,True,True,Signature,Entertainment,M,248658.0,Very High
4598,"Bengaluru, India",Metro,2014-03-07,2014,3,2014Q1,Friday,False,False,Platinum,Food,M,209347.0,High
4599,"Bengaluru, India",Metro,2014-04-29,2014,4,2014Q2,Tuesday,False,False,Signature,Grocery,F,175732.0,High
4600,"Delhi, India",Metro,2015-05-12,2015,5,2015Q2,Tuesday,False,False,Signature,Bills,M,103433.0,Medium
4601,"Greater Mumbai, India",Metro,2014-09-24,2014,9,2014Q3,Wednesday,False,False,Platinum,Entertainment,F,285341.0,Very High
4602,"Bengaluru, India",Metro,2014-03-11,2014,3,2014Q1,Tuesday,False,False,Platinum,Grocery,M,125159.0,Medium
4603,"Greater Mumbai, India",Metro,2014-10-18,2014,10,2014Q4,Saturday,True,True,Silver,Entertainment,F,264418.0,Very High
4604,"Delhi, India",Metro,2013-11-17,2013,11,2013Q4,Sunday,True,True,Platinum,Fuel,M,91677.0,Medium
4605,"Bengaluru, India",Metro,2014-06-26,2014,6,2014Q2,Thursday,False,False,Signature,Entertainment,F,150662.0,Medium
4606,"Greater Mumbai, India",Metro,2015-02-09,2015,2,2015Q1,Monday,False,False,Gold,Fuel,M,45391.0,Low
4607,"Greater Mumbai, India",Metro,2014-12-07,2014,12,2014Q4,Sunday,True,False,Platinum,Food,F,61669.0,Low
4608,"Bengaluru, India",Metro,2014-10-21,2014,10,2014Q4,Tuesday,False,True,Gold,Fuel,M,232677.0,Very High
4609,"Delhi, India",Metro,2015-05-21,2015,5,2015Q2,Thursday,False,False,Signature,Fuel,M,87608.0,Medium
4610,"Bengaluru, India",Metro,2014-11-08,2014,11,2014Q4,Saturday,True,True,Signature,Entertainment,M,180139.0,High
4611,"Greater Mumbai, India",Metro,2015-03-11,2015,3,2015Q1,Wednesday,False,False,Platinum,Entertainment,M,74382.0,Low
4612,"Greater Mumbai, India",Metro,2014-09-13,2014,9,2014Q3,Saturday,True,False,Gold,Food,F,229254.0,Very High
4613,"Delhi, India",Metro,2014-01-03,2014,1,2014Q1,Friday,False,False,Platinum,Entertainment,M,232994.0,Very High
4614,"Ahmedabad, India",Metro,2014-04-27,2014,4,2014Q2,Sunday,True,False,Silver,Food,M,49600.0,Low
4615,"Ahmedabad, India",Metro,2014-04-04,2014,4,2014Q2,Friday,False,False,Platinum,Grocery,F,268595.0,Very High
4616,"Ahmedabad, India",Metro,2015-04-26,2015,4,2015Q2,Sunday,True,False,Silver,Grocery,F,196094.0,High
4617,"Ahmedabad, India",Metro,2014-11-13,2014,11,2014Q4,Thursday,False,True,Signature,Fuel,F,127888.0,Medium
4618,"Greater Mumbai, India",Metro,2014-11-25,2014,11,2014Q4,Tuesday,False,True,Gold,Grocery,F,47247.0,Low
4619,"Ahmedabad, India",Metro,2014-05-17,2014,5,2014Q2,Saturday,True,False,Silver,Bills,F,136478.0,Medium
4620,"Ahmedabad, India",Metro,2014-05-27,2014,5,2014Q2,Tuesday,False,False,Gold,Bills,F,297523.0,Very High
4621,"Greater Mumbai, India",Metro,2014-03-29,2014,3,2014Q1,Saturday,True,False,Signature,Fuel,F,139910.0,Medium
4622,"Greater Mumbai, India",Metro,2013-12-02,2013,12,2013Q4,Monday,False,False,Gold,Entertainment,F,49327.0,Low
4623,"Greater Mumbai, India",Metro,2014-12-12,2014,12,2014Q4,Friday,False,False,Platinum,Fuel,F,6176.0,Low
4624,"Bengaluru, India",Metro,2015-02-18,2015,2,2015Q1,Wednesday,False,False,Signature,Food,M,287628.0,Very High
4625,"Bengaluru, India",Metro,2014-09-07,2014,9,2014Q3,Sunday,True,False,Silver,Grocery,F,177005.0,High
4626,"Bengaluru, India",Metro,2014-02-06,2014,2,2014Q1,Thursday,False,False,Gold,Entertainment,M,4906.0,Low
4627,"Bengaluru, India",Metro,2014-12-26,2014,12,2014Q4,Friday,False,False,Platinum,Entertainment,M,246756.0,Very High
4628,"Ahmedabad, India",Metro,2014-10-19,2014,10,2014Q4,Sunday,True,True,Silver,Bills,M,138511.0,Medium
4629,"Bengaluru, India",Metro,2015-05-08,2015,5,2015Q2,Friday,False,False,Silver,Bills,M,148552.0,Medium
4630,"Ahmedabad, India",Metro,2015-04-11,2015,4,2015Q2,Saturday,True,False,Platinum,Grocery,M,158677.0,High
4631,"Ahmedabad, India",Metro,2014-02-08,2014,2,2014Q1,Saturday,True,False,Signature,Bills,F,260920.0,Very High
4632,"Bengaluru, India",Metro,2013-12-19,2013,12,2013Q4,Thursday,False,False,Platinum,Fuel,M,265988.0,Very High
4633,"Ahmedabad, India",Metro,2014-02-12,2014,2,2014Q1,Wednesday,False,False,Signature,Fuel,F,27927.0,Low
4634,"Bengaluru, India",Metro,2015-01-17,2015,1,2015Q1,Saturday,True,False,Gold,Food,F,188026.0,High
4635,"Ahmedabad, India",Metro,2015-03-24,2015,3,2015Q1,Tuesday,False,False,Platinum,Entertainment,M,296977.0,Very High
4636,"Bengaluru, India",Metro,2014-04-12,2014,4,2014Q2,Saturday,True,False,Silver,Entertainment,M,7789.0,Low
4637,"Ahmedabad, India",Metro,2014-11-30,2014,11,2014Q4,Sunday,True,True,Platinum,Entertainment,M,47532.0,Low
4638,"Bengaluru, India",Metro,2014-07-10,2014,7,2014Q3,Thursday,False,False,Silver,Entertainment,M,246790.0,Very High
4639,"Ahmedabad, India",Metro,2014-05-03,2014,5,2014Q2,Saturday,True,False,Signature,Bills,F,126049.0,Medium
4640,"Greater Mumbai, India",Metro,2014-07-16,2014,7,2014Q3,Wednesday,False,False,Gold,Entertainment,M,179541.0,High
4641,"Bengaluru, India",Metro,2014-01-09,2014,1,2014Q1,Thursday,False,False,Signature,Food,F,57591.0,Low
4642,"Delhi, India",Metro,2015-02-18,2015,2,2015Q1,Wednesday,False,False,Silver,Fuel,F,243074.0,Very High
4643,"Ahmedabad, India",Metro,2013-11-04,2013,11,2013Q4,Monday,False,True,Silver,Fuel,F,244917.0,Very High
4644,"Delhi, India",Metro,2014-10-31,2014,10,2014Q4,Friday,False,True,Platinum,Food,M,24765.0,Low
4645,"Ahmedabad, India",Metro,2014-02-07,2014,2,2014Q1,Friday,False,False,Signature,Entertainment,M,295553.0,Very High
4646,"Delhi, India",Metro,2014-05-02,2014,5,2014Q2,Friday,False,False,Silver,Fuel,M,224591.0,High
4647,"Ahmedabad, India",Metro,2013-12-02,2013,12,2013Q4,Monday,False,False,Gold,Fuel,M,257442.0,Very High
4648,"Bengaluru, India",Metro,2014-05-14,2014,5,2014Q2,Wednesday,False,False,Signature,Food,M,71597.0,Low
4649,"Greater Mumbai, India",Metro,2015-05-04,2015,5,2015Q2,Monday,False,False,Platinum,Bills,F,204811.0,High
4650,"Greater Mumbai, India",Metro,2013-12-13,2013,12,2013Q4,Friday,False,False,Platinum,Food,M,119116.0,Medium
4651,"Bengaluru, India",Metro,2015-03-29,2015,3,2015Q1,Sunday,True,False,Signature,Grocery,F,270240.0,Very High
4652,"Bengaluru, India",Metro,2014-08-31,2014,8,2014Q3,Sunday,True,False,Signature,Grocery,F,172515.0,High
4653,"Greater Mumbai, India",Metro,2014-02-14,2014,2,2014Q1,Friday,False,False,Platinum,Fuel,F,132273.0,Medium
4654,"Bengaluru, India",Metro,2014-07-11,2014,7,2014Q3,Friday,False,False,Gold,Bills,M,18829.0,Low
4655,"Greater Mumbai, India",Metro,2013-10-09,2013,10,2013Q4,Wednesday,False,True,Signature,Grocery,M,37495.0,Low
4656,"Greater Mumbai, India",Metro,2015-04-11,2015,4,2015Q2,Saturday,True,False,Silver,Fuel,M,209291.0,High
4657,"Greater Mumbai, India",Metro,2015-05-16,2015,5,2015Q2,Saturday,True,False,Gold,Entertainment,M,22289.0,Low
4658,"Ahmedabad, India",Metro,2014-06-27,2014,6,2014Q2,Friday,False,False,Silver,Food,F,78379.0,Medium
4659,"Ahmedabad, India",Metro,2013-12-31,2013,12,2013Q4,Tuesday,False,False,Signature,Food,M,198893.0,High
4660,"Ahmedabad, India",Metro,2014-04-06,2014,4,2014Q2,Sunday,True,False,Gold,Entertainment,M,88507.0,Medium
4661,"Greater Mumbai, India",Metro,2014-04-27,2014,4,2014Q2,Sunday,True,False,Silver,Food,M,85667.0,Medium
4662,"Ahmedabad, India",Metro,2014-01-10,2014,1,2014Q1,Friday,False,False,Silver,Grocery,M,13233.0,Low
4663,"Delhi, India",Metro,2015-04-05,2015,4,2015Q2,Sunday,True,False,Gold,Bills,F,58109.0,Low
4664,"Greater Mumbai, India",Metro,2015-04-06,2015,4,2015Q2,Monday,False,False,Signature,Bills,F,284336.0,Very High
4665,"Bengaluru, India",Metro,2015-01-08,2015,1,2015Q1,Thursday,False,False,Platinum,Food,M,177499.0,High
4666,"Ahmedabad, India",Metro,2014-06-09,2014,6,2014Q2,Monday,False,False,Gold,Food,M,132135.0,Medium
4667,"Delhi, India",Metro,2015-01-14,2015,1,2015Q1,Wednesday,False,False,Silver,Grocery,M,207310.0,High
4668,"Ahmedabad, India",Metro,2014-08-23,2014,8,2014Q3,Saturday,True,False,Gold,Entertainment,M,257220.0,Very High
4669,"Delhi, India",Metro,2014-05-06,2014,5,2014Q2,Tuesday,False,False,Signature,Entertainment,M,247061.0,Very High
4670,"Delhi, India",Metro,2013-12-13,2013,12,2013Q4,Friday,False,False,Gold,Grocery,F,269513.0,Very High
4671,"Greater Mumbai, India",Metro,2014-09-06,2014,9,2014Q3,Saturday,True,False,Gold,Fuel,M,252208.0,Very High
4672,"Bengaluru, India",Metro,2015-02-05,2015,2,2015Q1,Thursday,False,False,Platinum,Fuel,M,198508.0,High
4673,"Ahmedabad, India",Metro,2014-08-08,2014,8,2014Q3,Friday,False,False,Gold,Grocery,F,52611.0,Low
4674,"Ahmedabad, India",Metro,2014-04-02,2014,4,2014Q2,Wednesday,False,False,Platinum,Grocery,M,129515.0,Medium
4675,"Ahmedabad, India",Metro,2013-10-13,2013,10,2013Q4,Sunday,True,True,Platinum,Bills,M,298523.0,Very High
4676,"Bengaluru, India",Metro,2014-11-30,2014,11,2014Q4,Sunday,True,True,Platinum,Entertainment,M,9906.0,Low
4677,"Bengaluru, India",Metro,2014-02-01,2014,2,2014Q1,Saturday,True,False,Platinum,Bills,M,173744.0,High
4678,"Ahmedabad, India",Metro,2014-07-03,2014,7,2014Q3,Thursday,False,False,Platinum,Entertainment,F,200981.0,High
4679,"Greater Mumbai, India",Metro,2015-02-01,2015,2,2015Q1,Sunday,True,False,Platinum,Grocery,F,221928.0,High
4680,"Greater Mumbai, India",Metro,2014-03-04,2014,3,2014Q1,Tuesday,False,False,Signature,Fuel,M,8635.0,Low
4681,"Bengaluru, India",Metro,2013-11-24,2013,11,2013Q4,Sunday,True,True,Platinum,Entertainment,F,222660.0,High
4682,"Ahmedabad, India",Metro,2014-06-09,2014,6,2014Q2,Monday,False,False,Gold,Grocery,F,25069.0,Low
4683,"Greater Mumbai, India",Metro,2014-10-17,2014,10,2014Q4,Friday,False,True,Signature,Entertainment,F,183026.0,High
4684,"Ahmedabad, India",Metro,2014-04-26,2014,4,2014Q2,Saturday,True,False,Silver,Bills,F,37707.0,Low
4685,"Bengaluru, India",Metro,2014-06-02,2014,6,2014Q2,Monday,False,False,Signature,Bills,M,115533.0,Medium
4686,"Bengaluru, India",Metro,2013-11-26,2013,11,2013Q4,Tuesday,False,True,Signature,Entertainment,F,128398.0,Medium
4687,"Ahmedabad, India",Metro,2014-05-24,2014,5,2014Q2,Saturday,True,False,Silver,Fuel,F,77385.0,Medium
4688,"Bengaluru, India",Metro,2015-05-24,2015,5,2015Q2,Sunday,True,False,Gold,Grocery,F,193919.0,High
4689,"Greater Mumbai, India",Metro,2014-06-07,2014,6,2014Q2,Saturday,True,False,Platinum,Food,M,198721.0,High
4690,"Greater Mumbai, India",Metro,2015-02-26,2015,2,2015Q1,Thursday,False,False,Signature,Grocery,F,133894.0,Medium
4691,"Bengaluru, India",Metro,2014-02-20,2014,2,2014Q1,Thursday,False,False,Silver,Entertainment,F,118670.0,Medium
4692,"Bengaluru, India",Metro,2015-01-26,2015,1,2015Q1,Monday,False,False,Silver,Food,M,215961.0,High
4693,"Delhi, India",Metro,2014-06-18,2014,6,2014Q2,Wednesday,False,False,Platinum,Grocery,M,72088.0,Low
4694,"Greater Mumbai, India",Metro,2014-03-27,2014,3,2014Q1,Thursday,False,False,Platinum,Bills,F,185707.0,High
4695,"Delhi, India",Metro,2014-02-10,2014,2,2014Q1,Monday,False,False,Gold,Food,M,50926.0,Low
4696,"Bengaluru, India",Metro,2014-06-09,2014,6,2014Q2,Monday,False,False,Silver,Entertainment,F,299379.0,Very High
4697,"Delhi, India",Metro,2014-09-01,2014,9,2014Q3,Monday,False,False,Signature,Grocery,M,48704.0,Low
4698,"Delhi, India",Metro,2014-06-22,2014,6,2014Q2,Sunday,True,False,Platinum,Bills,F,194055.0,High
4699,"Delhi, India",Metro,2014-06-15,2014,6,2014Q2,Sunday,True,False,Signature,Fuel,F,33096.0,Low
4700,"Greater Mumbai, India",Metro,2014-08-02,2014,8,2014Q3,Saturday,True,False,Platinum,Fuel,M,206948.0,High
4701,"Ahmedabad, India",Metro,2014-03-20,2014,3,2014Q1,Thursday,False,False,Silver,Entertainment,F,130438.0,Medium
4702,"Bengaluru, India",Metro,2014-12-10,2014,12,2014Q4,Wednesday,False,False,Signature,Bills,M,236755.0,Very High
4703,"Greater Mumbai, India",Metro,2014-11-20,2014,11,2014Q4,Thursday,False,True,Signature,Food,F,129210.0,Medium
4704,"Bengaluru, India",Metro,2014-03-31,2014,3,2014Q1,Monday,False,False,Platinum,Entertainment,F,206926.0,High
4705,"Delhi, India",Metro,2014-07-21,2014,7,2014Q3,Monday,False,False,Gold,Grocery,F,101124.0,Medium
4706,"Greater Mumbai, India",Metro,2014-09-14,2014,9,2014Q3,Sunday,True,False,Signature,Fuel,M,85268.0,Medium
4707,"Bengaluru, India",Metro,2014-06-08,2014,6,2014Q2,Sunday,True,False,Signature,Entertainment,M,19061.0,Low
4708,"Bengaluru, India",Metro,2014-09-08,2014,9,2014Q3,Monday,False,False,Signature,Grocery,F,91436.0,Medium
4709,"Delhi, India",Metro,2014-02-20,2014,2,2014Q1,Thursday,False,False,Gold,Fuel,F,17855.0,Low
4710,"Ahmedabad, India",Metro,2014-04-08,2014,4,2014Q2,Tuesday,False,False,Platinum,Entertainment,F,217337.0,High
4711,"Ahmedabad, India",Metro,2013-12-24,2013,12,2013Q4,Tuesday,False,False,Gold,Entertainment,F,297649.0,Very High
4712,"Ahmedabad, India",Metro,2014-08-27,2014,8,2014Q3,Wednesday,False,False,Signature,Bills,M,66629.0,Low
4713,"Bengaluru, India",Metro,2015-04-14,2015,4,2015Q2,Tuesday,False,False,Platinum,Grocery,M,241330.0,Very High
4714,"Delhi, India",Metro,2015-04-02,2015,4,2015Q2,Thursday,False,False,Signature,Food,F,271424.0,Very High
4715,"Bengaluru, India",Metro,2014-04-12,2014,4,2014Q2,Saturday,True,False,Silver,Grocery,F,219156.0,High
4716,"Ahmedabad, India",Metro,2015-03-18,2015,3,2015Q1,Wednesday,False,False,Signature,Grocery,F,201441.0,High
4717,"Bengaluru, India",Metro,2013-11-28,2013,11,2013Q4,Thursday,False,True,Signature,Entertainment,M,133349.0,Medium
4718,"Bengaluru, India",Metro,2015-04-12,2015,4,2015Q2,Sunday,True,False,Silver,Food,M,299217.0,Very High
4719,"Bengaluru, India",Metro,2013-10-28,2013,10,2013Q4,Monday,False,True,Signature,Grocery,M,8051.0,Low
4720,"Delhi, India",Metro,2014-09-30,2014,9,2014Q3,Tuesday,False,False,Gold,Food,F,161309.0,High
4721,"Bengaluru, India",Metro,2014-04-11,2014,4,2014Q2,Friday,False,False,Silver,Food,F,157755.0,High
4722,"Bengaluru, India",Metro,2014-03-29,2014,3,2014Q1,Saturday,True,False,Silver,Entertainment,M,279465.0,Very High
4723,"Greater Mumbai, India",Metro,2014-01-30,2014,1,2014Q1,Thursday,False,False,Silver,Bills,F,216616.0,High
4724,"Delhi, India",Metro,2013-12-06,2013,12,2013Q4,Friday,False,False,Signature,Entertainment,F,237712.0,Very High
4725,"Greater Mumbai, India",Metro,2014-12-31,2014,12,2014Q4,Wednesday,False,False,Platinum,Entertainment,F,192164.0,High
4726,"Delhi, India",Metro,2013-12-09,2013,12,2013Q4,Monday,False,False,Gold,Grocery,F,183157.0,High
4727,"Ahmedabad, India",Metro,2015-03-31,2015,3,2015Q1,Tuesday,False,False,Silver,Fuel,M,87529.0,Medium
4728,"Ahmedabad, India",Metro,2015-03-06,2015,3,2015Q1,Friday,False,False,Gold,Fuel,F,131745.0,Medium
